label,message,cleaned_text,processed_text,message_length,word_count,char_count,avg_word_length,special_char_count,digit_count,uppercase_count,uppercase_ratio,digit_ratio,special_char_ratio,has_url,has_email,has_phone,has_currency,urgency_count,financial_count,action_count,threat_count,excessive_caps,excessive_punctuation,label_encoded
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",goodmorning today i am late for NUMBER hrs because of back pain,goodmorn today late number hr back pain,60,11,60,4.545454545454546,3,1,2,0.03333333333333333,0.016666666666666666,0.05,0,0,0,0,1,0,0,0,0,0,0
ham,Ok then i'll let him noe later n ask him call u tmr...,ok then ill let him noe later n ask him call u tmr,ill let noe later ask call tmr,54,13,54,3.230769230769231,4,0,1,0.018518518518518517,0.0,0.07407407407407407,0,0,0,0,0,0,1,0,0,0,0
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabhaim sorydarealyfrm heart im sory,prabhaim sorydarealyfrm heart sori,45,5,45,8.2,8,0,1,0.022222222222222223,0.0,0.17777777777777778,0,0,0,0,0,0,0,0,0,1,0
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok im waliking ard now do u wan me NUMBER buy anything go ur house,walik ard wan number buy anyth hous,66,15,66,3.466666666666667,5,1,3,0.045454545454545456,0.015151515151515152,0.07575757575757576,0,0,0,0,1,0,0,0,0,0,0
ham,* Will have two more cartons off u and is very pleased with shelves,will have two more cartons off u and is very pleased with shelves,two carton pleas shelv,67,14,67,3.857142857142857,1,0,1,0.014925373134328358,0.0,0.014925373134328358,0,0,0,0,0,0,0,0,0,0,0
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,nice talking to you please dont forget my pix i want to see all of you,nice talk pleas dont forget pix want see,77,17,77,3.588235294117647,6,0,1,0.012987012987012988,0.0,0.07792207792207792,0,0,0,0,0,0,0,0,0,0,0
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,you have won a guaranteed £ NUMBER cash or a £ NUMBER prize to claim yr prize call our customer service representative on PHONE between NUMBER am NUMBER pm cost NUMBER p,guarante number cash number prize claim prize call custom servic repres phone number number cost number,154,26,154,4.961538461538462,2,24,6,0.03896103896103896,0.15584415584415584,0.012987012987012988,0,0,1,1,0,3,2,0,0,0,1
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,but really quite funny lor wat then u shd haf run shorter distance wat,realli quit funni lor wat shd haf run shorter distanc wat,76,14,76,4.5,6,0,2,0.02631578947368421,0.0,0.07894736842105263,0,0,0,0,0,0,0,0,0,0,0
ham,I notice you like looking in the shit mirror youre turning into a right freak,i notice you like looking in the shit mirror youre turning into a right freak,notic like look shit mirror your turn right freak,77,15,77,4.2,0,0,1,0.012987012987012988,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,great i was getting worried about you just know that a wonderful and caring person like you will have only the best in life know that u r wonderful and gods love is yours,great get worri know wonder care person like best life know wonder god love,175,34,175,4.176470588235294,5,0,5,0.02857142857142857,0.0,0.02857142857142857,0,0,0,0,1,1,0,0,0,0,0
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",thanks for your ringtone order ref number k NUMBER your mobile will be charged £ NUMBER NUMBER should your tone not arrive please call customer services on PHONE,thank rington order ref number number mobil charg number number tone arriv pleas call custom servic phone,156,25,156,5.28,4,17,4,0.02564102564102564,0.10897435897435898,0.02564102564102564,0,0,1,1,0,0,1,0,0,0,1
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",i prefer my free days tues wed fri oso can ü ask those workin lor,prefer free day tue wed fri oso ask workin lor,76,15,76,4.133333333333334,11,0,3,0.039473684210526314,0.0,0.14473684210526316,0,0,0,0,0,0,0,0,0,0,0
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,alrite jod hows the revision goin keris bin doin a smidgin n e way u wanna cum over after collegexx,alrit jod how revis goin keri bin doin smidgin way wan cum collegexx,102,20,102,4.15,3,0,3,0.029411764705882353,0.0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0
ham,If you have belive me. Come to my home.,if you have belive me come to my home,beliv come home,39,9,39,3.4444444444444446,2,0,2,0.05128205128205128,0.0,0.05128205128205128,0,0,0,0,0,0,0,0,0,0,0
ham,Oh k.k..where did you take test?,oh kkwhere did you take test,kkwhere take test,32,6,32,4.5,4,0,1,0.03125,0.0,0.125,0,0,0,0,0,0,0,0,0,0,0
ham,Those were my exact intentions,those were my exact intentions,exact intent,30,5,30,5.2,0,0,1,0.03333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha but no money leh later got to go for tuition haha and looking for empty slots for driving lessons,haha money leh later got tuition haha look empti slot drive lesson,108,20,108,4.45,6,0,2,0.018518518518518517,0.0,0.05555555555555555,0,0,0,0,0,1,0,0,0,0,0
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",hey thk we juz go accordin to wat we discussed yest lor except no kb on sun cos theres nt much lesson to go if we attend kb on sat,hey thk juz accordin wat discuss yest lor except sun co there much lesson attend sat,141,30,141,3.7333333333333334,11,0,3,0.02127659574468085,0.0,0.07801418439716312,0,0,0,0,0,0,0,0,0,0,0
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",k wen ur free come to my home and also tel vikky i hav sent mail to him also better come evening il be free today aftr NUMBER pm,wen free come home also tel vikki hav sent mail also better come even free today aftr number,130,28,130,3.6785714285714284,8,1,2,0.015384615384615385,0.007692307692307693,0.06153846153846154,0,0,0,0,1,0,0,0,0,0,0
ham,Nothing just getting msgs by dis name wit different no's..,nothing just getting msgs by dis name wit different nos,noth get msg di name wit differ no,58,10,58,4.9,3,0,1,0.017241379310344827,0.0,0.05172413793103448,0,0,0,0,0,0,0,0,0,0,0
ham,Good Morning plz call me sir,good morning plz call me sir,good morn plz call sir,28,6,28,3.8333333333333335,0,0,2,0.07142857142857142,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0
ham,What's your room number again? Wanna make sure I'm knocking on the right door,whats your room number again wanna make sure im knocking on the right door,what room number wan make sure knock right door,77,14,77,4.571428571428571,3,0,3,0.03896103896103896,0.0,0.03896103896103896,0,0,0,0,0,0,0,0,0,0,0
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",URL o nolistened NUMBER the plaid albumquite gdthe new air NUMBER which is hilariousalso boughtbraindancea compofstuff on aphexs abelu hav NUMBER hear itc u sn xxxx,url nolisten number plaid albumquit gdthe new air number hilariousalso boughtbraindancea compofstuff aphex abelu hav number hear itc xxxx,158,20,158,6.95,10,3,1,0.006329113924050633,0.0189873417721519,0.06329113924050633,1,0,0,0,0,0,0,0,0,0,0
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pls tell nelson that the bbs are no longer comin the money i was expecting aint coming,pl tell nelson bb longer comin money expect aint come,88,17,88,4.235294117647059,2,0,2,0.022727272727272728,0.0,0.022727272727272728,0,0,0,0,0,1,0,0,0,0,0
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",give her something to drink if she takes it and doesnt vomit then you her temp might drop if she unmits however let me know,give someth drink take doesnt vomit temp might drop unmit howev let know,127,25,127,4.12,4,0,2,0.015748031496062992,0.0,0.031496062992125984,0,0,0,0,1,0,0,0,0,0,0
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,think you sent the text to the home phone that cant display texts if you still want to send it his number is,think sent text home phone cant display text still want send number,110,23,110,3.8260869565217392,2,0,3,0.02727272727272727,0.0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0
ham,Every day i use to sleep after  &lt;#&gt;  so only.,every day i use to sleep after ltgt so only,everi day use sleep ltgt,51,10,51,4.0,6,0,1,0.0196078431372549,0.0,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0
ham,K I'll call you when I'm close,k ill call you when im close,ill call close,30,7,30,3.4285714285714284,2,0,3,0.1,0.0,0.06666666666666667,0,0,0,0,0,0,1,0,0,0,0
ham,U buy newspapers already?,u buy newspapers already,buy newspap alreadi,25,4,25,5.5,1,0,1,0.04,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif my sis lor aft bathing my dog then i can bathe looks like its going NUMBER rain soon,nope wif si lor aft bath dog bath look like go number rain soon,96,20,96,3.85,8,1,3,0.03125,0.010416666666666666,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo im on my way to my moms shes making tortilla soup yummmm,boo way mom she make tortilla soup yummmm,64,13,64,4.0,4,0,4,0.0625,0.0,0.0625,0,0,0,0,0,0,0,0,0,0,0
ham,No management puzzeles.,no management puzzeles,manag puzzel,23,3,23,7.0,1,0,1,0.043478260869565216,0.0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0
ham,How did you find out in a way that didn't include all of these details,how did you find out in a way that didnt include all of these details,find way didnt includ detail,70,15,70,3.7333333333333334,1,0,1,0.014285714285714285,0.0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",hi ya babe x u NUMBER goten bout me scammers getting smartthough this is a regular vodafone no if you respond you get further prem rate msgsubscription other nos used also beware,babe number goten bout scammer get smartthough regular vodafon respond get prem rate msgsubscript no use also bewar,181,31,181,4.870967741935484,9,1,4,0.022099447513812154,0.0055248618784530384,0.049723756906077346,0,0,0,0,0,0,0,0,0,0,1
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,back NUMBER work NUMBER morro half term over can u c me NUMBER nite NUMBER some sexy passion b NUMBER i have NUMBER go back chat now PHONE luv dena calls £ NUMBER minmobsmorelkpobox NUMBER hp NUMBER fl,back number work number morro half term number nite number sexi passion number number back chat phone luv dena call number minmobsmorelkpobox number number,159,29,159,4.517241379310345,3,23,28,0.1761006289308176,0.14465408805031446,0.018867924528301886,0,0,1,1,1,0,1,0,0,0,1
ham,will you like to be spoiled? :),will you like to be spoiled,like spoil,31,7,31,3.5714285714285716,3,0,0,0.0,0.0,0.0967741935483871,0,0,0,0,0,0,0,0,0,0,0
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",thanks for your ringtone order ref number r NUMBER your mobile will be charged £ NUMBER NUMBER should your tone not arrive please call customer services on PHONE,thank rington order ref number number mobil charg number number tone arriv pleas call custom servic phone,156,25,156,5.28,4,17,4,0.02564102564102564,0.10897435897435898,0.02564102564102564,0,0,1,1,0,0,1,0,0,0,1
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,i am getting threats from your sales executive shifad as i raised complaint against him its an official message,get threat sale execut shifad rais complaint offici messag,113,19,113,5.0,2,0,3,0.02654867256637168,0.0,0.017699115044247787,0,0,0,0,0,0,0,0,0,0,0
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope things went well at doctors reminds me i still need NUMBER godid u c d little thing i left in the lounge,hope thing went well doctor remind still need number godid littl thing left loung,110,23,110,3.8260869565217392,6,1,0,0.0,0.00909090909090909,0.05454545454545454,0,0,0,0,0,0,0,0,0,0,0
ham,Den wat will e schedule b lk on sun?,den wat will e schedule b lk on sun,den wat schedul sun,36,9,36,3.111111111111111,1,0,1,0.027777777777777776,0.0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0
ham,Lol enjoy role playing much?,lol enjoy role playing much,lol enjoy role play much,28,5,28,4.8,1,0,1,0.03571428571428571,0.0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0
ham,Ok. Me watching tv too.,ok me watching tv too,watch,23,5,23,3.8,2,0,2,0.08695652173913043,0.0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",i just lov this line hurt me with the truth i dont mindi wil toleratbcs ur my someone but never comfort me with a lie gud ni NUMBER and sweet dreams,lov line hurt truth dont mindi wil toleratbc someon never comfort lie gud number sweet dream,155,30,155,4.2,13,1,5,0.03225806451612903,0.0064516129032258064,0.08387096774193549,0,0,0,0,0,0,0,0,0,0,0
ham,"Just checked out, heading out to drop off my stuff now",just checked out heading out to drop off my stuff now,check head drop stuff,54,11,54,4.0,1,0,1,0.018518518518518517,0.0,0.018518518518518517,0,0,0,0,1,0,0,0,0,0,0
ham,Here got lots of hair dresser fr china.,here got lots of hair dresser fr china,got lot hair dresser china,39,8,39,4.0,1,0,1,0.02564102564102564,0.0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story of a man last week was my bday my wife didnt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish,sad stori man last week bday wife didnt wish parent forgot kid went work even colleagu wish,154,35,154,3.4285714285714284,8,0,11,0.07142857142857142,0.0,0.05194805194805195,0,0,0,0,0,0,0,0,0,0,0
ham,Ill call you evening ill some ideas.,ill call you evening ill some ideas,ill call even ill idea,36,7,36,4.285714285714286,1,0,1,0.027777777777777776,0.0,0.027777777777777776,0,0,0,0,0,0,1,0,0,0,0
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobile choose from NUMBER s of gr NUMBER tones each wk this is a subscrition service with weekly tones costing NUMBER p u have one credit kick back and enjoy,splashmobil choos number number tone subscrit servic weekli tone cost number one credit kick back enjoy,155,28,155,4.571428571428571,4,8,10,0.06451612903225806,0.05161290322580645,0.025806451612903226,0,0,0,0,0,1,0,0,0,0,1
ham,Did you show him and wot did he say or could u not c him 4 dust?,did you show him and wot did he say or could u not c him NUMBER dust,show wot say could number dust,64,17,64,2.823529411764706,1,1,1,0.015625,0.015625,0.015625,0,0,0,0,0,0,0,0,0,0,0
ham,It should take about  &lt;#&gt;  min,it should take about ltgt min,take ltgt min,36,6,36,4.833333333333333,5,0,1,0.027777777777777776,0.0,0.1388888888888889,0,0,0,0,0,0,0,0,0,0,0
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,not heard from u NUMBER a while call NUMBER rude chat private line PHONE to cum wan NUMBER c pics of me gettin shagged then text pix to NUMBER NUMBER end send stop NUMBER sam xxx,heard number call number rude chat privat line phone cum wan number pic gettin shag text pix number number end send stop number sam xxx,160,33,160,3.878787878787879,3,23,16,0.1,0.14375,0.01875,0,0,1,0,0,0,1,0,0,0,1
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok now i am in bus if i come soon i will come otherwise tomorrow,bu come soon come otherwis tomorrow,71,18,71,3.0,4,0,2,0.028169014084507043,0.0,0.056338028169014086,0,0,0,0,1,0,0,0,0,0,0
ham,I cant pick the phone right now. Pls send a message,i cant pick the phone right now pls send a message,cant pick phone right pl send messag,51,11,51,3.727272727272727,1,0,2,0.0392156862745098,0.0,0.0196078431372549,0,0,0,0,1,0,0,0,0,0,0
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forwarded from NUMBER free entry into our £ NUMBER weekly comp just send the word enter to NUMBER now NUMBER tc URL,forward number free entri number weekli comp send word enter number number url,121,20,121,5.1,6,15,15,0.12396694214876033,0.12396694214876033,0.049586776859504134,1,0,0,1,1,0,0,0,0,0,1
ham,Finish liao... U?,finish liao u,finish liao,17,3,17,5.0,4,0,2,0.11764705882352941,0.0,0.23529411764705882,0,0,0,0,0,0,0,0,0,1,0
spam,88066 FROM 88066 LOST 3POUND HELP,NUMBER from NUMBER lost NUMBER pound help,number number lost number pound help,33,6,33,4.666666666666667,0,11,17,0.5151515151515151,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,1,0,1
ham,Haha i think i did too,haha i think i did too,haha think,22,6,22,2.8333333333333335,0,0,1,0.045454545454545456,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,U know we watchin at lido?,u know we watchin at lido,know watchin lido,26,6,26,3.5,1,0,1,0.038461538461538464,0.0,0.038461538461538464,0,0,0,0,1,0,0,0,0,0,0
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself,life spend someon lifetim may meaningless moment spent someon realli love mean life,144,26,144,4.576923076923077,2,0,1,0.006944444444444444,0.0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,0
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesome ive been to NUMBER u a couple times who alls coming,haha awesom ive number coupl time all come,63,12,63,4.333333333333333,5,1,3,0.047619047619047616,0.015873015873015872,0.07936507936507936,0,0,0,0,0,0,0,0,0,0,0
ham,Cold. Dont be sad dear,cold dont be sad dear,cold dont sad dear,22,5,22,3.6,1,0,2,0.09090909090909091,0.0,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think i could stop by in like an hour or so my roommates looking to stock up for a trip,think could stop like hour roommat look stock trip,89,20,89,3.5,2,0,3,0.033707865168539325,0.0,0.02247191011235955,0,0,0,0,0,0,0,0,0,0,0
ham,Is that on the telly? No its Brdget Jones!,is that on the telly no its brdget jones,telli brdget jone,42,9,42,3.7777777777777777,2,0,4,0.09523809523809523,0.0,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0
ham,Love you aathi..love u lot..,love you aathilove u lot,love aathilov lot,28,5,28,4.8,4,0,1,0.03571428571428571,0.0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello how r u im bored inever thought id get bored with the tv but i am tell me something exciting has happened there anything,hello bore inev thought get bore tell someth excit happen anyth,135,26,135,4.230769230769231,8,0,7,0.05185185185185185,0.0,0.05925925925925926,0,0,0,0,0,0,0,0,0,0,0
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmmbad newshype park plaza NUMBER studio takenonly left NUMBER bedrm NUMBER,hmmbad newshyp park plaza number studio takenonli left number bedrm number,78,10,78,6.9,15,7,4,0.05128205128205128,0.08974358974358974,0.19230769230769232,0,0,0,1,0,0,0,0,0,1,0
ham,"Sorry, I'll call later in meeting",sorry ill call later in meeting,sorri ill call later meet,33,6,33,4.666666666666667,2,0,2,0.06060606060606061,0.0,0.06060606060606061,0,0,0,0,0,0,1,0,0,0,0
ham,R ü comin back for dinner?,r ü comin back for dinner,comin back dinner,26,6,26,3.5,1,0,1,0.038461538461538464,0.0,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0
ham,"I hav almost reached. Call, i m unable to connect u.",i hav almost reached call i m unable to connect u,hav almost reach call unabl connect,52,11,52,3.8181818181818183,3,0,2,0.038461538461538464,0.0,0.057692307692307696,0,0,0,0,0,0,1,0,0,0,0
ham,Whom you waited for yesterday,whom you waited for yesterday,wait yesterday,29,5,29,5.0,0,0,1,0.034482758620689655,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,I reach home safe n sound liao...,i reach home safe n sound liao,reach home safe sound liao,33,7,33,3.857142857142857,3,0,1,0.030303030303030304,0.0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
ham,"Velly good, yes please!",velly good yes please,velli good ye pleas,23,4,23,5.0,2,0,1,0.043478260869565216,0.0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",hi wkend ok but journey terrible wk not good as have huge back log of marking to do,wkend journey terribl good huge back log mark,85,18,85,3.7777777777777777,2,0,2,0.023529411764705882,0.0,0.023529411764705882,0,0,0,0,0,0,0,0,0,0,0
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,i have had two more letters from i will copy them for you cos one has a message for you speak soon,two letter copi co one messag speak soon,101,23,101,3.4347826086956523,2,0,3,0.0297029702970297,0.0,0.019801980198019802,0,0,0,0,0,0,0,0,0,0,0
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,alex knows a guy who sells mids but hes down in south tampa and i dont think i could set it up before like NUMBER,alex know guy sell mid he south tampa dont think could set like number,110,25,110,3.44,2,1,3,0.02727272727272727,0.00909090909090909,0.01818181818181818,0,0,0,0,1,0,0,0,0,0,0
ham,Dont you have message offer,dont you have message offer,dont messag offer,27,5,27,4.6,0,0,1,0.037037037037037035,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,had your mobile NUMBER mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd NUMBER on freefone PHONE or NUMBER stoptx,mobil number mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd number freefon phone number stoptx,159,26,159,5.153846153846154,3,15,12,0.07547169811320754,0.09433962264150944,0.018867924528301886,0,0,1,0,1,0,2,0,0,0,1
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",hey there babe how u doin wot u up NUMBER NUMBER nite love annie x,hey babe doin wot number number nite love anni,58,14,58,3.2142857142857144,3,2,40,0.6896551724137931,0.034482758620689655,0.05172413793103448,0,0,0,0,0,0,0,0,1,0,0
ham,Remind me how to get there and I shall do so,remind me how to get there and i shall do so,remind get shall,44,11,44,3.090909090909091,0,0,2,0.045454545454545456,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,:-( that's not v romantic!,thats not v romantic,that romant,26,5,26,4.4,5,0,0,0.0,0.0,0.19230769230769232,0,0,0,0,0,0,0,0,0,1,0
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,hello damn this christmas thing i think i have decided to keep this mp NUMBER that doesnt work,hello damn christma thing think decid keep number doesnt work,91,17,91,4.411764705882353,3,1,3,0.03296703296703297,0.01098901098901099,0.03296703296703297,0,0,0,0,0,0,0,0,0,0,0
spam,You have 1 new message. Please call 08718738034.,you have NUMBER new message please call PHONE,number new messag pleas call phone,48,8,48,5.125,2,12,2,0.041666666666666664,0.25,0.041666666666666664,0,0,1,0,0,0,1,0,0,0,1
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,hi darlin im missin u hope you are having a good time when are u back and what time if u can give me a call at home jess xx,darlin missin hope good time back time give call home jess,125,30,125,3.2,2,0,94,0.752,0.0,0.016,0,0,0,0,0,0,1,0,1,0,0
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forwarded from NUMBER hi this is your mailbox messaging sms alert you have NUMBER messages you have NUMBER matches please call back on PHONE to retrieve your messages and matches,forward number mailbox messag sm alert number messag number match pleas call back phone retriev messag match,183,30,183,5.133333333333334,6,22,10,0.0546448087431694,0.12021857923497267,0.03278688524590164,0,0,1,0,0,0,1,0,0,0,1
ham,Draw va?i dont think so:),draw vai dont think so,draw vai dont think,25,5,25,4.2,3,0,1,0.04,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0
ham,Dont pick up d call when something important is There to tell. Hrishi,dont pick up d call when something important is there to tell hrishi,dont pick call someth import tell hrishi,69,13,69,4.384615384615385,1,0,3,0.043478260869565216,0.0,0.014492753623188406,0,0,0,0,0,0,1,0,0,0,0
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats NUMBER year special cinema pass for NUMBER is yours call PHONE now c suprman v matrix NUMBER starwars NUMBER etc all NUMBER free bx NUMBER ip NUMBER NUMBER we NUMBER pm dont miss out,congrat number year special cinema pass number call phone suprman matrix number starwar number etc number free number number number number dont miss,160,27,160,4.962962962962963,12,24,12,0.075,0.15,0.075,0,0,1,0,1,0,1,0,0,0,1
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,nothin comes to my mind ü help me buy hanger lor ur laptop not heavy,nothin come mind help buy hanger lor laptop heavi,71,15,71,3.8,3,0,3,0.04225352112676056,0.0,0.04225352112676056,0,0,0,0,0,0,0,0,0,0,0
ham,"&lt;#&gt; , that's all? Guess that's easy enough",ltgt thats all guess thats easy enough,ltgt that guess that easi enough,48,8,48,5.125,9,0,1,0.020833333333333332,0.0,0.1875,0,0,0,0,0,0,0,0,0,1,0
ham,We can make a baby in yo tho,we can make a baby in yo tho,make babi tho,28,8,28,2.625,0,0,1,0.03571428571428571,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,should i tell my friend not to come round til like ltgt ish,tell friend come round til like ltgt ish,66,13,66,4.076923076923077,6,0,2,0.030303030303030304,0.0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni NUMBER,friendship poem dear dear near hear dont get fear live cheer tear alway dear gud number,127,29,127,3.413793103448276,2,1,26,0.2047244094488189,0.007874015748031496,0.015748031496062992,0,0,0,0,0,0,0,0,0,0,0
ham,Still in the area of the restaurant. Ill try to come back soon,still in the area of the restaurant ill try to come back soon,still area restaur ill tri come back soon,62,13,62,3.8461538461538463,1,0,2,0.03225806451612903,0.0,0.016129032258064516,0,0,0,0,0,0,0,0,0,0,0
ham,"Aight that'll work, thanks",aight thatll work thanks,aight thatll work thank,26,4,26,5.75,2,0,1,0.038461538461538464,0.0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win a year supply of cds NUMBER a store of ur choice worth £ NUMBER enter our £ NUMBER weekly draw txt music to NUMBER tscs URL,win year suppli cd number store choic worth number enter number weekli draw txt music number tsc url,145,26,145,4.615384615384615,6,19,14,0.09655172413793103,0.1310344827586207,0.041379310344827586,1,0,0,1,0,0,0,0,0,0,1
